"Measurements (Sera in Rows/Viruses in Columns)","A/AUCKLAND/20/2003","A/AUCKLAND/5/96","A/BANGKOK/1/97","A/BEIJING/32/92","A/BRISBANE/10/2007","A/BRISBANE/22/94","A/BRISBANE/22/96","A/BRISBANE/3/2005","A/BRISBANE/342/2003","A/BRISBANE/5/2002","A/CALIFORNIA/7/2004","A/CANBERRA/1/96","A/CANBERRA/9/97","A/CHRISTCHURCH/1/96","A/CHRISTCHURCH/68/99","A/FUJIAN/140/2000","A/FUJIAN/411/2002","A/FUKUOKA/55/2002","A/JOHANNESBURG/33/94","A/NANCHANG/933/95","A/NEW_YORK/55/2004","A/NEWCALEDONIA/12/2004","A/PANAMA/2007/99","A/PERTH/16/2009","A/PERTH/27/2007","A/PERTH/5/97","A/PERTH/9/97","A/PHILIPPINES/427/2002_MDCK","A/PHILIPPINES/472/2002_EGG","A/SHANGDONG/9/93","A/SINGAPORE/37/2004","A/SOUTH_AUSTRALIA/53/2001","A/SOUTH_AUSTRALIA/84/2002","A/SYDNEY/228/2000","A/SYDNEY/5/97","A/TASMANIA/1/97","A/TOWNSVILLE/2/99","A/TOWNSVILLE/36/2003","A/TOWNSVILLE/4/2002","A/URUGUAY/716/2007","A/VICTORIA/1/93","A/VICTORIA/110/2004","A/VICTORIA/208/2009","A/VICTORIA/361/2011","A/VICTORIA/47/97","A/VICTORIA/500/2009","A/VICTORIA/507/98","A/VICTORIA/523/2004","A/VICTORIA/577/99","A/VICTORIA/8/2010","A/VICTORIA/9/94","A/WELLINGTON/1/2004","A/WELLINGTON/1/94","A/WELLINGTON/25/93","A/WELLINGTON/48/96","A/WELLINGTON/96/93","A/WISCONSIN/67/2005","A/WUHAN/359/95","A/WYOMING/3/2003","BI/16190/68","BI/1761/76","BI/21793/72","BI/2271/76","HN196/2009","HN201/2009","HN206/2009","NL/179/93","NL/213/03","NL/233/82","NL/301/99","NL/620/89","NL/823/92","RG145K_NL/178/95","VN015/EL134/2008","VN016/EL135/2008","VN017/EL140/2008","VN018/EL204/2009","VN019/EL442/2010","VN020/EL443/2010","VN021/EL444/2010","VN053/2010"
"Subject677Age65_Pre_TableS6",5,20,10,320,5,160,40,5,5,5,5,20,10,20,5,5,5,10,80,20,5,5,5,5,10,40,40,10,5,80,5,5,5,5,5,5,5,5,5,5,40,5,10,5,40,5,5,5,5,10,160,5,320,320,40,40,5,10,10,10,10,5,40,"*","*","*",160,5,320,5,640,640,20,"*","*","*","*","*","*","*","*"
"Subject645Age69_Pre_TableS6",40,160,80,320,20,640,640,20,40,20,5,80,80,320,40,160,80,10,160,160,20,10,20,20,40,320,320,40,80,160,20,10,80,20,20,80,10,40,40,10,320,20,20,10,320,10,80,40,40,20,640,20,640,1280,160,160,40,80,10,20,40,80,40,"*","*","*",640,160,40,40,160,160,320,"*","*","*","*","*","*","*","*"
"Subject101Age23_Pre_TableS6",10,5,5,5,5,10,20,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,10,20,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,10,20,20,20,20,5,5,5,5,160,5,5,10,"*","*","*",10,5,160,5,40,20,10,"*","*","*","*","*","*","*","*"
"Subject119Age23_Pre_TableS6",5,5,5,20,5,20,10,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,20,5,5,5,5,5,5,5,5,5,5,10,5,5,5,10,5,5,5,5,5,20,5,40,40,20,5,5,5,5,80,5,5,40,"*","*","*",10,5,320,5,160,80,5,"*","*","*","*","*","*","*","*"
"Subject125Age20_Pre_TableS6",160,10,20,10,40,40,40,10,40,10,5,20,20,80,10,5,10,5,5,10,5,40,5,5,80,20,80,20,10,10,40,10,40,40,5,5,80,40,40,5,5,20,80,20,80,10,40,5,5,40,20,5,40,40,80,5,5,5,5,5,5,5,10,"*","*","*",20,10,80,10,10,10,40,"*","*","*","*","*","*","*","*"
"Subject143Age20_Pre_TableS6",5,20,20,40,5,80,80,5,5,5,5,40,10,10,5,40,5,5,20,20,5,5,5,5,5,40,40,5,5,80,5,5,5,5,5,5,5,5,5,5,40,5,5,5,20,5,5,5,5,5,80,5,80,80,40,20,5,10,5,80,5,5,10,"*","*","*",80,5,80,5,160,160,40,"*","*","*","*","*","*","*","*"
"Subject168Age32_Pre_TableS6",20,5,5,5,10,10,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,10,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,10,5,10,5,5,5,5,5,5,5,10,10,20,5,5,5,5,40,5,20,5,"*","*","*",5,5,80,5,40,10,10,"*","*","*","*","*","*","*","*"
"Subject174Age19_Pre_TableS6",20,10,10,10,5,40,40,5,5,5,5,20,10,5,5,5,10,5,5,10,5,5,5,5,5,40,40,5,10,20,5,5,5,5,5,10,10,5,5,5,5,5,5,5,20,5,10,5,5,5,20,5,40,40,40,5,5,5,5,20,5,5,10,"*","*","*",40,10,160,10,40,10,40,"*","*","*","*","*","*","*","*"
"Subject153Age18_Pre_TableS6",80,80,40,160,5,320,160,5,5,5,5,80,20,20,10,20,10,5,40,40,5,5,40,5,5,160,160,10,10,160,20,10,10,10,5,20,20,5,10,5,20,5,5,5,80,5,40,5,10,5,320,5,160,160,80,40,5,20,5,5,5,5,5,"*","*","*",160,10,80,20,640,320,80,"*","*","*","*","*","*","*","*"
"Subject156Age19_Pre_TableS6",5,5,5,10,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,10,10,5,5,5,5,5,5,40,10,10,"*","*","*",5,5,40,5,20,10,5,"*","*","*","*","*","*","*","*"
"Subject169Age18_Pre_TableS6",10,10,20,40,10,80,40,10,5,10,5,20,20,10,10,5,10,5,20,10,10,5,5,5,20,40,80,10,5,40,5,5,5,5,10,40,10,5,5,5,20,5,10,5,40,5,10,5,5,10,40,5,40,40,40,20,5,5,5,5,5,5,10,"*","*","*",40,5,80,5,160,160,40,"*","*","*","*","*","*","*","*"
"Subject159Age39_Pre_TableS6",40,80,160,160,5,320,320,10,10,10,5,160,80,20,5,5,10,5,80,160,5,5,5,5,10,160,160,5,5,160,10,10,5,10,40,80,10,5,10,5,80,10,5,5,80,5,10,5,5,5,320,5,320,320,80,160,5,40,5,160,80,320,160,"*","*","*",320,5,320,10,320,320,320,"*","*","*","*","*","*","*","*"
"Subject631Age66_Pre_TableS6",10,40,40,160,10,160,80,10,5,10,20,40,20,20,5,5,10,10,80,40,20,5,10,10,10,80,80,10,20,160,5,5,5,5,10,5,10,5,10,5,80,5,10,5,40,5,10,10,5,10,320,10,160,160,80,80,10,10,10,40,10,40,40,"*","*","*",160,20,160,10,160,80,80,"*","*","*","*","*","*","*","*"
"Subject665Age66_Pre_TableS6",20,20,20,80,5,160,40,5,5,5,5,40,5,10,5,5,5,5,40,20,5,5,5,5,10,40,40,5,5,80,5,5,5,5,5,5,5,5,5,5,10,5,5,5,20,5,5,5,5,5,80,5,80,80,40,40,5,5,5,10,5,10,10,"*","*","*",80,5,320,5,320,160,40,"*","*","*","*","*","*","*","*"
"Subject669Age64_Pre_TableS6",5,20,20,40,10,160,80,10,5,10,5,20,10,10,10,5,10,5,40,10,10,5,10,5,10,80,80,10,10,80,5,5,5,5,5,5,10,5,10,5,20,5,5,5,40,5,10,5,5,10,160,5,160,160,40,40,5,10,5,20,5,10,5,"*","*","*",160,10,5,10,10,5,80,"*","*","*","*","*","*","*","*"
"Subject614Age72_Pre_TableS6",20,40,40,160,5,160,80,5,5,5,5,80,20,20,10,5,10,5,40,40,5,5,5,5,5,80,80,10,5,160,10,10,10,10,5,20,10,5,10,5,20,5,5,5,40,5,10,5,5,5,160,5,160,160,80,80,5,10,5,160,5,40,10,"*","*","*",160,5,320,10,320,160,80,"*","*","*","*","*","*","*","*"
"Subject676Age73_Pre_TableS6",20,10,10,40,5,160,40,5,5,5,5,20,5,10,5,5,10,10,20,10,5,5,5,5,10,20,20,10,5,40,5,5,5,5,5,5,5,5,5,5,20,5,5,5,20,5,5,5,5,5,80,5,80,80,40,40,5,5,5,80,10,10,5,"*","*","*",80,5,40,5,80,40,20,"*","*","*","*","*","*","*","*"
"Subject679Age63_Pre_TableS6",10,5,5,20,5,20,10,10,5,5,5,10,5,5,5,5,10,5,5,5,10,5,5,5,5,10,20,10,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,20,10,20,20,20,5,5,5,10,80,5,10,5,"*","*","*",10,10,20,5,40,40,10,"*","*","*","*","*","*","*","*"
"Subject188Age19_Pre_TableS6",5,5,5,5,5,10,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,10,10,5,5,5,20,5,5,5,5,5,5,5,5,5,10,5,10,5,5,5,10,10,5,5,5,5,5,5,5,5,5,"*","*","*",5,5,10,5,80,40,5,"*","*","*","*","*","*","*","*"
"Subject613Age74_Pre_TableS6",5,20,20,40,5,160,40,5,5,5,5,80,5,5,5,5,5,5,40,20,5,5,5,5,5,80,40,5,5,80,5,5,5,5,5,5,5,5,5,5,10,5,5,5,20,5,5,5,5,5,80,5,320,160,40,40,5,10,5,5,5,5,20,"*","*","*",80,5,80,5,160,80,20,"*","*","*","*","*","*","*","*"
"Subject633Age70_Pre_TableS6",5,10,80,80,5,80,80,5,5,5,5,160,10,10,5,5,20,5,20,40,5,5,5,5,5,40,40,5,5,40,5,5,5,5,20,10,5,5,5,5,40,5,5,5,20,5,5,5,5,5,80,5,80,80,40,40,5,20,5,320,5,160,20,"*","*","*",40,5,40,5,40,160,40,"*","*","*","*","*","*","*","*"
"Subject663Age72_Pre_TableS6",5,40,40,40,5,160,80,5,5,5,5,80,10,5,5,5,5,5,40,40,5,5,5,5,5,160,80,5,5,80,5,5,5,5,10,5,5,5,5,5,5,5,5,5,40,5,5,5,5,5,"*",5,320,160,40,80,5,20,5,10,5,5,5,"*","*","*",160,5,5,5,20,20,80,"*","*","*","*","*","*","*","*"
"Subject121Age26_Pre_TableS6",20,20,40,20,5,80,"*",5,10,5,5,160,20,20,10,10,10,5,20,40,5,5,20,5,5,80,80,10,10,20,5,10,5,5,5,40,10,5,10,5,5,5,5,5,40,5,20,5,5,5,"*",5,160,80,80,20,5,10,10,160,20,160,20,"*","*","*",80,20,40,20,80,160,80,"*","*","*","*","*","*","*","*"
"Subject639Age68_Pre_TableS6",10,20,5,20,5,80,"*",5,5,5,"*",40,5,10,5,5,5,5,40,20,5,5,5,5,10,80,80,5,5,40,5,5,5,"*",5,20,5,5,5,5,20,5,5,5,40,5,5,5,5,5,"*",5,80,80,80,20,5,10,5,160,40,40,20,"*","*","*",80,5,80,5,80,80,40,"*","*","*","*","*","*","*","*"
"Subject641Age61_Pre_TableS6",10,20,40,80,5,320,"*",10,10,10,"*",40,10,20,5,5,10,5,80,20,5,10,5,5,10,80,80,10,10,160,"*",5,10,"*",5,10,10,10,10,5,40,10,5,5,80,5,10,5,5,5,"*",5,320,320,80,40,5,10,5,40,20,80,20,"*","*","*",160,10,80,10,40,5,80,"*","*","*","*","*","*","*","*"
"Subject647Age70_Pre_TableS6",40,80,40,80,5,320,"*",5,5,10,"*",80,20,20,10,10,10,5,80,40,10,5,10,5,5,160,160,10,20,160,10,5,5,"*",10,20,20,5,10,5,40,5,5,5,40,5,10,5,5,5,"*",5,320,320,80,80,5,20,10,20,5,5,5,"*","*","*",160,20,20,20,80,80,80,"*","*","*","*","*","*","*","*"
"Subject656Age70_Pre_TableS6",10,5,5,20,5,40,"*",5,5,5,"*",10,5,5,5,5,5,5,10,5,5,5,5,5,5,10,20,5,5,20,5,5,5,"*",5,5,5,5,5,5,10,5,5,5,10,5,5,5,5,5,"*",5,40,40,20,10,5,5,5,40,20,40,10,"*","*","*",20,5,40,5,80,80,10,"*","*","*","*","*","*","*","*"
"Subject611Age72_Pre_TableS6",10,10,10,20,5,80,"*",5,5,5,"*",20,5,10,5,5,10,5,20,10,5,5,5,5,5,20,40,5,5,40,5,5,5,"*",5,5,5,5,5,5,10,5,5,5,40,5,5,5,5,5,"*",5,80,80,40,20,5,5,5,40,5,20,5,"*","*","*",40,5,20,5,20,20,20,"*","*","*","*","*","*","*","*"
"Subject627Age68_Pre_TableS6",80,40,40,80,10,160,"*",5,5,5,"*",40,20,20,10,5,10,5,80,20,5,5,5,5,40,80,160,5,5,160,10,5,5,"*",5,10,20,5,10,5,20,5,20,5,80,5,10,5,5,10,"*",5,160,160,80,40,5,10,5,5,5,5,5,"*","*","*",160,5,5,20,20,10,80,"*","*","*","*","*","*","*","*"
"Subject144Age18_Pre_TableS6",5,5,5,"*",5,20,"*",5,5,5,"*",5,10,5,5,5,5,5,10,5,5,5,5,5,5,10,20,"*","*",20,"*",5,5,"*",5,5,5,5,5,5,20,5,5,5,10,5,5,5,5,5,"*",5,20,"*",10,5,5,5,5,5,5,5,10,"*","*","*",20,5,80,"*",80,20,10,"*","*","*","*","*","*","*","*"
"Subject675Age66_Pre_TableS6",80,20,40,"*",10,160,"*",10,5,5,"*",80,5,10,5,5,10,5,40,20,5,5,5,5,20,"*",40,"*","*",160,"*",5,5,"*",5,5,10,5,5,5,20,5,10,5,40,5,5,5,5,10,"*",5,160,"*",40,40,5,"*",5,80,5,5,20,"*","*","*",160,"*",160,"*",320,160,40,"*","*","*","*","*","*","*","*"
"Subject680Age65_Pre_TableS6",80,80,40,"*",10,320,"*",5,5,5,"*",160,10,10,5,5,10,5,80,80,5,5,5,5,80,"*",160,"*","*",160,"*",5,5,"*",5,20,5,5,5,5,20,5,20,5,80,5,5,5,5,10,"*",5,320,"*",80,40,5,"*",5,5,5,5,20,"*","*","*",320,"*",80,"*",80,20,160,"*","*","*","*","*","*","*","*"
"Subject107Age40_Pre_TableS6",40,10,20,"*",20,40,"*",5,"*",5,"*","*",10,10,5,5,"*","*",20,10,5,5,5,10,160,"*",80,"*","*",20,"*","*","*","*","*",40,5,5,5,5,20,5,10,5,80,5,20,5,5,10,"*",5,"*","*",40,10,"*","*",5,40,5,20,5,"*","*","*",40,"*",40,"*",40,20,40,"*","*","*","*","*","*","*","*"
"Subject130Age20_Pre_TableS6",10,10,10,"*",5,40,"*",5,"*",5,"*","*",10,20,5,5,"*","*",10,10,5,5,5,5,5,"*",20,"*","*",20,"*","*","*","*","*",5,5,5,5,5,40,5,5,5,20,5,10,5,5,5,"*",5,"*","*",40,10,"*","*",5,5,5,5,20,"*","*","*",40,"*",160,"*",80,40,20,"*","*","*","*","*","*","*","*"
"Subject625Age67_Pre_TableS6",10,5,5,"*",10,20,"*",5,"*",5,"*","*",5,5,5,5,"*","*",10,5,5,5,5,5,20,"*",10,"*","*","*","*","*","*","*","*",5,5,5,5,5,5,5,10,5,10,5,5,5,5,5,"*",5,"*","*",20,5,"*","*",5,5,5,5,5,"*","*","*",20,"*",5,"*",5,5,10,"*","*","*","*","*","*","*","*"
"Subject112Age21_Pre_TableS6","*",5,5,"*",5,20,"*","*","*","*","*","*",5,5,5,5,"*","*",10,5,5,5,5,5,5,"*","*","*","*","*","*","*","*","*","*",5,5,5,5,5,10,5,"*",5,5,5,5,"*",5,5,"*",5,"*","*","*",5,"*","*",5,5,10,5,10,"*","*","*",20,"*",160,"*",80,5,5,"*","*","*","*","*","*","*","*"
"Subject673Age74_Pre_TableS6","*",10,20,"*",5,160,"*","*","*","*","*","*",5,10,5,5,"*","*",20,10,5,5,5,5,5,"*","*","*","*","*","*","*","*","*","*",5,5,"*",5,5,40,5,"*",5,5,"*","*","*",5,5,"*",5,"*","*","*",40,"*","*","*",160,40,80,40,"*","*","*",80,"*",160,"*",320,160,20,"*","*","*","*","*","*","*","*"
"Subject150Age19_Pre_TableS6","*",20,20,"*","*",80,"*","*","*","*","*","*",10,10,"*",5,"*","*",20,10,5,"*",5,5,10,"*","*","*","*","*","*","*","*","*","*",10,5,"*",5,5,20,5,"*",5,20,"*","*","*",5,5,"*",5,"*","*","*",40,"*","*","*",5,5,5,40,"*","*","*","*","*",160,"*",80,40,40,"*","*","*","*","*","*","*","*"
"Subject623Age73_Pre_TableS6","*",5,5,"*","*",5,"*","*","*","*","*","*",5,5,"*",5,"*","*",5,5,5,"*",5,5,5,"*","*","*","*","*","*","*","*","*","*",5,5,"*",10,5,5,5,"*",5,20,"*","*","*",5,5,"*",5,"*","*","*",20,"*","*","*",5,5,5,5,"*","*","*","*","*",5,"*",5,5,10,"*","*","*","*","*","*","*","*"
"Subject667Age68_Pre_TableS6","*",40,80,"*","*",320,"*","*","*","*","*","*",20,20,"*",5,"*","*",160,40,10,"*",5,5,40,"*","*","*","*","*","*","*","*","*","*",5,10,"*",10,5,160,10,"*",5,40,"*","*","*",5,10,"*",40,"*","*","*",40,"*","*","*",640,40,80,160,"*","*","*","*","*",640,"*",640,640,80,"*","*","*","*","*","*","*","*"
"Subject136Age21_Pre_TableS6","*",40,"*","*","*",320,"*","*","*","*","*","*",20,20,"*",5,"*","*","*",40,5,"*",5,5,5,"*","*","*","*","*","*","*","*","*","*",5,"*","*",5,5,40,10,"*",5,80,"*","*","*","*",5,"*",5,"*","*","*",80,"*","*","*",5,5,5,20,"*","*","*","*","*",160,"*",80,40,160,"*","*","*","*","*","*","*","*"
"Subject622Age71_Pre_TableS6","*",40,"*","*","*",160,"*","*","*","*","*","*",40,5,"*",5,"*","*","*",20,10,"*",5,10,5,"*","*","*","*","*","*","*","*","*","*",10,"*","*",5,5,80,5,"*",5,20,"*","*","*","*",5,"*",5,"*","*","*",80,"*","*","*",160,20,80,40,"*","*","*","*","*",320,"*",320,320,80,"*","*","*","*","*","*","*","*"
"Subject653Age70_Pre_TableS6","*",10,"*","*","*",80,"*","*","*","*","*","*",10,10,"*",5,"*","*","*",5,5,"*",5,20,5,"*","*","*","*","*","*","*","*","*","*",5,"*","*",5,10,10,5,"*",5,10,"*","*","*","*",10,"*",5,"*","*","*",20,"*","*","*",5,80,20,40,"*","*","*","*","*",160,"*",80,40,20,"*","*","*","*","*","*","*","*"
"Subject659Age62_Pre_TableS6","*",20,"*","*","*",80,"*","*","*","*","*","*",10,10,"*",5,"*","*",20,10,5,"*",5,5,10,"*","*","*","*","*","*","*","*","*","*",10,"*","*",10,5,10,5,"*",5,20,"*","*","*","*",5,"*",5,"*","*","*",10,"*","*","*",5,5,5,5,"*","*","*","*","*",5,"*",10,5,40,"*","*","*","*","*","*","*","*"
"Subject637Age66_Pre_TableS6","*",40,"*","*","*",160,"*","*","*","*","*","*","*",20,"*",5,"*","*","*","*",5,"*",5,5,5,"*","*","*","*","*","*","*","*","*","*",5,"*","*","*","*",5,5,"*","*","*","*","*","*","*","*","*","*","*","*","*",40,"*","*","*",10,5,5,5,"*","*","*","*","*",40,"*",80,160,"*","*","*","*","*","*","*","*","*"
"Subject672Age73_Pre_TableS6","*",10,"*","*","*",80,"*","*","*","*","*","*","*",5,"*","*","*","*","*","*",5,"*",5,5,5,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*",20,5,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*",20,5,"*","*","*","*","*","*","*",80,"*",160,80,"*","*","*","*","*","*","*","*","*"
"Subject621Age74_Pre_TableS6","*","*","*","*","*",160,"*","*","*","*","*","*","*",20,"*","*","*","*","*","*",5,"*",5,5,10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*",20,5,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*",80,20,"*","*","*","*","*","*","*",40,"*",80,160,"*","*","*","*","*","*","*","*","*"
"Subject104Age26_Pre_TableS6","*","*","*","*","*",320,"*","*","*","*","*","*","*",20,"*","*","*","*","*","*",5,"*",80,5,10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*",160,"*","*","*","*","*","*","*","*",640,"*","*",320,"*","*","*","*","*","*","*","*","*"
"Subject109Age21_Pre_TableS6","*","*","*","*","*",320,"*","*","*","*","*","*","*",40,"*","*","*","*","*","*",5,"*",10,5,10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*",80,"*","*",160,"*","*","*","*","*","*","*","*","*"
"Subject71Age18_Post_TableS6",160,320,320,160,5,640,640,5,160,80,5,320,160,640,40,160,320,40,160,320,5,20,80,5,5,640,1280,80,320,80,10,40,160,20,80,320,20,80,40,5,80,5,5,5,640,5,20,5,80,5,320,80,640,640,1280,80,5,320,80,5,20,10,160,"*","*","*",640,640,320,320,320,320,640,"*","*","*","*","*","*","*","*"
"Subject77Age19_Post_TableS6",40,320,320,640,5,1280,1280,40,40,20,20,320,160,640,40,40,40,40,640,640,40,10,40,5,10,640,1280,40,80,640,40,20,40,40,160,320,20,20,20,5,320,10,5,5,640,5,80,40,40,10,1280,10,1280,1280,640,640,20,160,320,80,40,10,320,"*","*","*",1280,80,640,80,1280,640,640,"*","*","*","*","*","*","*","*"
"Subject88Age19_Post_TableS6",80,160,160,80,5,320,640,5,80,80,5,160,160,320,80,160,160,20,40,160,5,20,80,5,5,320,640,80,320,80,5,40,160,40,40,160,20,80,20,5,80,10,5,5,640,5,160,5,80,5,320,80,320,320,320,40,5,80,80,5,20,10,160,"*","*","*",320,320,640,160,320,320,320,"*","*","*","*","*","*","*","*"
"Subject90Age19_Post_TableS6",160,640,640,640,5,1280,1280,20,160,80,20,320,320,640,80,320,320,80,320,640,20,20,160,5,10,640,1280,80,640,320,20,40,160,20,160,320,20,80,40,5,80,10,5,5,1280,5,40,10,160,10,640,160,1280,1280,640,160,20,320,160,10,20,40,160,"*","*","*",640,320,160,320,160,160,1280,"*","*","*","*","*","*","*","*"
"Subject99Age27_Post_TableS6",5,160,160,160,5,160,320,5,5,5,5,160,80,320,40,80,5,5,80,160,5,5,20,5,5,160,320,5,5,40,5,5,80,5,40,160,5,5,5,5,5,5,5,5,160,5,40,5,40,5,80,5,160,160,160,80,5,80,20,320,80,320,320,"*","*","*",160,5,320,80,320,640,160,"*","*","*","*","*","*","*","*"
"Subject117Age19_Post_TableS6",40,160,160,40,5,160,320,5,40,40,5,80,80,320,40,80,80,10,20,160,5,10,40,5,5,160,640,40,160,40,5,10,80,20,40,80,5,40,20,5,20,5,5,5,320,5,40,5,40,5,160,40,160,320,160,40,5,40,20,5,40,10,160,"*","*","*",160,160,640,80,160,80,160,"*","*","*","*","*","*","*","*"
"Subject147Age19_Post_TableS6",20,320,320,640,5,1280,640,10,20,20,5,320,320,640,40,80,20,20,320,640,5,5,40,5,5,1280,1280,40,40,640,5,20,40,40,80,320,40,20,20,5,320,5,10,5,640,5,80,5,40,10,1280,10,1280,1280,640,320,5,160,20,10,40,40,320,"*","*","*",1280,40,320,80,640,640,640,"*","*","*","*","*","*","*","*"
"Subject178Age22_Post_TableS6",40,160,80,160,10,160,320,20,80,40,10,80,80,320,40,80,40,20,40,160,20,80,40,10,10,320,320,40,80,40,20,20,80,80,40,80,10,80,80,5,40,40,10,5,320,5,160,5,20,10,160,20,320,160,320,40,5,80,20,5,20,10,160,"*","*","*",160,80,320,80,320,320,160,"*","*","*","*","*","*","*","*"
"Subject181Age18_Post_TableS6",80,320,640,640,20,1280,1280,5,40,80,10,320,320,640,80,320,80,40,320,640,20,10,160,5,40,1280,1280,40,160,640,20,40,160,80,160,160,40,40,40,20,160,10,10,5,640,5,80,5,160,5,1280,40,1280,1280,640,320,5,160,40,10,10,20,80,"*","*","*",640,160,320,160,1280,640,640,"*","*","*","*","*","*","*","*"
"Subject8Age27_Post_TableS6",10,320,160,640,5,640,640,5,10,10,5,160,80,320,10,20,5,10,160,320,5,10,5,5,10,320,320,10,5,320,10,5,20,10,40,20,5,10,10,5,80,20,5,5,320,5,40,5,5,5,640,5,640,640,320,160,5,160,5,160,160,320,320,"*","*","*",640,10,640,10,640,640,320,"*","*","*","*","*","*","*","*"
"Subject24Age22_Post_TableS6",20,20,20,40,10,40,40,20,20,10,10,10,10,40,5,20,20,20,20,20,20,20,10,10,10,40,40,40,10,40,20,5,20,10,10,10,5,20,20,10,40,40,5,5,80,5,20,5,10,10,40,10,80,40,40,20,10,10,20,5,20,10,80,"*","*","*",40,20,320,5,80,40,20,"*","*","*","*","*","*","*","*"
"Subject25Age19_Post_TableS6",20,80,80,320,10,320,320,5,10,10,5,160,160,160,10,5,20,10,80,160,10,10,5,5,20,320,640,40,10,160,5,5,10,10,40,160,5,10,20,5,160,20,20,5,640,5,40,5,5,20,320,5,320,320,160,80,5,80,20,5,20,5,80,"*","*","*",320,20,640,5,640,640,160,"*","*","*","*","*","*","*","*"
"Subject29Age24_Post_TableS6",5,5,5,20,5,20,10,10,10,5,5,5,5,10,5,5,10,10,10,10,10,5,5,5,10,5,10,10,5,20,5,5,10,5,5,5,5,10,5,5,20,10,5,5,10,5,10,5,5,10,10,5,20,20,10,5,5,5,10,5,20,5,80,"*","*","*",20,10,320,5,80,20,5,"*","*","*","*","*","*","*","*"
"Subject30Age21_Post_TableS6",5,40,20,160,10,160,80,10,20,10,5,40,40,80,10,10,10,10,40,40,5,10,5,5,10,80,80,10,20,80,10,5,20,10,10,20,5,10,10,5,80,10,10,5,80,5,20,5,5,10,160,5,160,160,80,40,5,20,10,5,80,40,320,"*","*","*",160,20,1280,10,640,640,80,"*","*","*","*","*","*","*","*"
"Subject40Age21_Post_TableS6",10,20,40,40,5,40,80,5,5,10,5,40,40,80,10,10,10,10,10,80,5,5,5,5,5,160,160,10,5,10,5,5,10,10,20,80,5,5,10,5,20,5,5,5,160,5,10,5,5,10,20,5,40,40,80,40,5,20,10,20,20,20,160,"*","*","*",40,10,640,5,160,320,80,"*","*","*","*","*","*","*","*"
"Subject50Age49_Post_TableS6",40,5,5,5,5,5,10,10,40,10,5,10,20,10,10,10,40,40,5,10,10,10,5,5,10,5,10,20,40,5,5,5,5,10,20,5,5,20,20,5,5,10,40,5,20,5,40,5,5,20,5,40,5,10,10,5,5,5,80,80,5,10,5,"*","*","*",5,80,10,20,20,20,5,"*","*","*","*","*","*","*","*"
"Subject53Age22_Post_TableS6",10,20,20,80,5,80,40,5,5,10,5,10,10,20,10,20,10,5,10,20,5,5,5,5,5,40,40,10,10,20,5,5,10,10,5,5,5,10,10,5,20,10,10,5,40,5,10,5,5,5,40,5,80,80,40,20,5,10,20,80,80,160,160,"*","*","*",40,20,320,10,320,80,20,"*","*","*","*","*","*","*","*"
"Subject60Age26_Post_TableS6",5,20,20,40,5,80,40,40,10,10,10,5,20,40,5,10,40,40,20,20,10,10,5,10,10,20,40,20,20,20,10,5,10,5,5,10,5,10,5,10,20,10,10,5,40,5,10,5,10,10,40,10,40,40,40,20,20,10,40,5,20,5,80,"*","*","*",40,40,320,10,160,40,20,"*","*","*","*","*","*","*","*"
"Subject64Age21_Post_TableS6",20,10,80,320,5,320,320,5,20,40,5,80,160,320,40,10,40,5,160,160,5,10,10,5,5,320,640,40,40,160,5,10,80,40,20,80,10,20,80,5,80,10,5,5,320,5,80,5,20,10,320,5,640,640,320,160,5,20,5,10,20,20,160,"*","*","*",320,40,640,80,320,160,320,"*","*","*","*","*","*","*","*"
"Subject67Age26_Post_TableS6",5,20,10,20,5,20,40,5,5,5,5,5,10,40,5,5,5,5,5,20,5,5,5,5,10,40,40,10,5,20,5,5,10,5,5,5,5,5,5,5,5,5,20,5,40,5,20,5,5,10,40,5,80,40,80,5,5,5,5,10,10,40,40,"*","*","*",40,5,160,5,80,40,20,"*","*","*","*","*","*","*","*"
